,Agency,Agency Type,Distribution Channel,Product Name,Net Sales,Commision (in value),category_age,category_duration,Continent,Claim
4442,EPX,Travel Agency,Online,Cancellation Plan,25.0,0.0,2,0,1,0
4788,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128.7,77.22,2,4,2,0
30353,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,2,0
8818,EPX,Travel Agency,Online,2 way Comprehensive Plan,97.0,0.0,2,1,3,0
21114,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
29467,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,4,1,0
34891,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
29676,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,1,6,3,0
36946,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2,6,1,0
31669,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,5,2,0
33397,EPX,Travel Agency,Online,2 way Comprehensive Plan,54.0,0.0,2,2,1,0
7733,C2B,Airlines,Online,Bronze Plan,40.0,10.0,2,4,1,1
21120,EPX,Travel Agency,Online,2 way Comprehensive Plan,55.0,0.0,2,3,1,0
26269,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,6,1,0
21500,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,2,0
31074,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,3,0
33861,C2B,Airlines,Online,Silver Plan,48.5,12.13,2,1,1,0
9334,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,3,6,3,1
17857,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,4,1,2,0
12553,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,35.64,4,4,1,0
30703,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,3,1,0
25143,JZI,Airlines,Online,Value Plan,121.0,42.35,2,3,3,0
9079,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,2,1,0
35871,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,1,1,0
1396,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,1,1,0
19062,EPX,Travel Agency,Online,Cancellation Plan,31.0,0.0,2,2,1,0
9323,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,1,1,0
15848,EPX,Travel Agency,Online,Cancellation Plan,77.0,0.0,2,4,3,0
23450,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,2,5,1,0
13432,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
20638,C2B,Airlines,Online,Bronze Plan,13.5,3.38,1,0,1,0
38752,EPX,Travel Agency,Online,Cancellation Plan,-75.0,0.0,2,4,1,0
36928,C2B,Airlines,Online,Bronze Plan,27.0,6.75,3,1,1,0
28817,JZI,Airlines,Online,Basic Plan,26.0,9.1,1,2,1,0
2785,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,2,1,0
36321,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,1,1,1,0
6052,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,1,1,0
2100,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
38921,EPX,Travel Agency,Online,2 way Comprehensive Plan,56.0,0.0,2,3,1,0
25611,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,3,1,0
26705,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,1,4,0
8869,KML,Travel Agency,Online,Premier Plan,38.0,14.44,2,3,1,0
24205,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,2,1,0
28923,C2B,Airlines,Online,Bronze Plan,13.5,3.38,2,0,1,0
35445,EPX,Travel Agency,Online,1 way Comprehensive Plan,39.0,0.0,3,1,1,0
17653,SSI,Airlines,Online,Ticket Protector,10.53,2.95,2,3,1,0
1291,EPX,Travel Agency,Online,Cancellation Plan,21.0,0.0,2,2,1,0
4265,EPX,Travel Agency,Online,2 way Comprehensive Plan,59.0,0.0,2,1,1,0
38499,C2B,Airlines,Online,Bronze Plan,53.0,13.25,1,1,1,0
8299,SSI,Airlines,Online,Ticket Protector,2.9,0.81,2,6,1,0
36489,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2,0,1,0
5184,SSI,Airlines,Online,Ticket Protector,0.77,0.22,2,2,1,0
26915,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,3,3,0
10751,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,5,1,0
27702,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,3,4,3,1
19337,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,3,0
19629,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,1,3,3,0
1434,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,4,1,0
14398,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,2,2,0
27626,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,1,6,1,0
15421,EPX,Travel Agency,Online,2 way Comprehensive Plan,88.0,0.0,1,4,1,0
16621,C2B,Airlines,Online,Bronze Plan,62.0,15.5,2,3,1,0
6291,C2B,Airlines,Online,Silver Plan,24.5,6.13,2,0,1,0
3585,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2,3,1,0
29334,EPX,Travel Agency,Online,2 way Comprehensive Plan,94.0,0.0,2,1,4,0
13634,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,0,1,0
456,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,2,4,1,0
13955,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,277.2,166.32,3,5,0,0
36816,C2B,Airlines,Online,Bronze Plan,13.5,3.38,3,1,1,0
11906,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,4,1,0
9966,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,1,1,3,0
10956,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,2,3,0
10297,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,4,1,0
3041,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,3,0,1,0
8214,EPX,Travel Agency,Online,1 way Comprehensive Plan,38.0,0.0,2,0,1,0
32433,JZI,Airlines,Online,Basic Plan,18.0,6.3,1,2,1,0
20852,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,4,6,1,0
17891,EPX,Travel Agency,Online,2 way Comprehensive Plan,62.0,0.0,2,5,1,0
37687,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,65.34,2,2,4,0
11117,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,5,3,0
25386,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,2,0,1,0
18656,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
22908,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,138.6,83.16,2,2,1,0
33915,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,2,2,3,0
37523,EPX,Travel Agency,Online,1 way Comprehensive Plan,39.0,0.0,2,1,1,0
37036,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,2,1,1
25444,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,6,1,0
37894,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,158.4,95.04,3,6,2,0
25921,EPX,Travel Agency,Online,Cancellation Plan,55.0,0.0,2,5,1,0
30040,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,1,3,0
31437,JZI,Airlines,Online,Basic Plan,30.0,10.5,2,5,1,0
6235,EPX,Travel Agency,Online,1 way Comprehensive Plan,29.0,0.0,2,1,2,0
37817,EPX,Travel Agency,Online,2 way Comprehensive Plan,62.0,0.0,4,6,3,0
12066,EPX,Travel Agency,Online,2 way Comprehensive Plan,49.0,0.0,2,4,1,0
20076,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,3,4,2,0
20374,CCR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,4,6,1,0
19612,RAB,Airlines,Online,Value Plan,15.0,6.0,1,2,1,0
3904,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,6,3,0
6611,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,2,1,0
13087,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,3,1,0
9881,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,3,1,1,0
9065,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,1,1,0
32256,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,3,2,1,0
9835,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,6,2,0
29389,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,3,1,0
28231,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,2,0,0
37467,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,4,1,0
7735,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,23.76,2,1,1,0
32074,EPX,Travel Agency,Online,Cancellation Plan,60.0,0.0,2,5,2,0
1190,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,2,5,1,0
13359,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,3,2,0
30580,EPX,Travel Agency,Online,Cancellation Plan,59.0,0.0,2,4,1,0
9659,EPX,Travel Agency,Online,Cancellation Plan,36.0,0.0,2,1,1,0
35164,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,2,1,0
3929,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,2,2,0
34483,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,3,4,3,0
21152,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,4,1,0
13975,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,3,1,0
34157,JZI,Airlines,Online,Value Plan,138.0,48.3,2,3,3,1
2950,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
15737,C2B,Airlines,Online,Gold Plan,103.5,25.88,2,2,1,0
2922,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,0,1,0
37684,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,2,4,4,0
21445,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,6,1,0
34530,EPX,Travel Agency,Online,Cancellation Plan,23.0,0.0,2,6,1,0
2773,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,3,1,3,0
8484,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,2,1,4,0
7137,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,0,3,0
23047,ART,Airlines,Online,Value Plan,51.0,17.85,3,3,1,0
34415,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,2,3,0
32985,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,2,4,2,0
26756,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,1,4,0
38007,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,25.0,16.25,2,4,1,0
26688,JZI,Airlines,Online,Basic Plan,18.0,6.3,1,1,1,0
30378,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,4,1,0
918,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,5,1,0
21463,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,6,1,0
12493,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,5,1,0
31815,EPX,Travel Agency,Online,Cancellation Plan,0.0,0.0,2,5,1,0
35218,EPX,Travel Agency,Online,Cancellation Plan,55.0,0.0,3,6,3,0
26185,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108.9,65.34,2,6,3,0
33480,C2B,Airlines,Online,Bronze Plan,35.5,8.88,1,1,1,0
333,EPX,Travel Agency,Online,2 way Comprehensive Plan,94.0,0.0,2,4,2,0
17724,JZI,Airlines,Online,Value Plan,58.0,20.3,1,3,1,0
16661,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,1,0
31531,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,2,1,0
15561,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,3,1,4,0
27993,EPX,Travel Agency,Online,Cancellation Plan,32.0,0.0,2,5,1,0
35493,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
14860,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,3,1,4,0
34075,EPX,Travel Agency,Online,Cancellation Plan,48.0,0.0,2,5,1,0
13421,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,1,1,1
14210,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,23.76,2,2,4,0
35719,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
23874,EPX,Travel Agency,Online,Cancellation Plan,25.0,0.0,2,0,1,0
30586,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
18307,EPX,Travel Agency,Online,Cancellation Plan,45.0,0.0,2,3,2,0
27121,ADM,Travel Agency,Online,Premier Plan,72.0,27.36,1,0,2,0
3510,EPX,Travel Agency,Online,2 way Comprehensive Plan,79.0,0.0,2,3,4,0
35118,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,6,1,0
23139,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,4,0
13079,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
8768,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,6,1,0
37941,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2,5,1,0
27711,EPX,Travel Agency,Online,2 way Comprehensive Plan,92.0,0.0,2,2,2,0
33833,CSR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,2,4,1,0
10911,EPX,Travel Agency,Online,Cancellation Plan,38.0,0.0,2,4,4,0
33718,JZI,Airlines,Online,Value Plan,69.0,24.15,1,1,1,0
20738,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,3,2,2,0
14429,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,1,4,0
33597,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,3,1,0
31131,EPX,Travel Agency,Online,1 way Comprehensive Plan,26.0,0.0,2,3,1,0
6374,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,2,1,0
37654,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,1,4,0
38230,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,4,2,0
35136,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,0,4,0
16263,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,2,1,0
24763,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,2,6,1,0
31841,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
2110,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,0,1,0
25908,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,4,0,1,0
12964,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,0,1,0
4131,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,4,1,0
10096,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
15069,EPX,Travel Agency,Online,Cancellation Plan,26.0,0.0,2,3,1,0
10472,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,0
27873,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,3,3,0
36938,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,6,1,0
30137,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,1,5,1,0
10365,C2B,Airlines,Online,Bronze Plan,40.0,10.0,2,1,1,1
38080,C2B,Airlines,Online,Annual Silver Plan,216.75,54.19,3,6,1,0
7495,EPX,Travel Agency,Online,Cancellation Plan,58.0,0.0,2,3,3,0
7595,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,1,1,0
32465,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,3,3,1,0
29390,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,4,6,1,0
2473,EPX,Travel Agency,Online,2 way Comprehensive Plan,82.0,0.0,2,4,1,0
13476,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,1,2,0
23045,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,1,1,0
13136,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,4,1,0
13979,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2,6,3,0
35015,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,2,1,0
30276,EPX,Travel Agency,Online,2 way Comprehensive Plan,60.0,0.0,2,2,1,0
9897,JZI,Airlines,Online,Basic Plan,37.0,12.95,2,4,1,0
27632,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,0,2,0
34435,C2B,Airlines,Online,Bronze Plan,0.0,4.39,2,0,1,0
8111,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,2,1,1,0
15070,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2,4,1,0
14813,EPX,Travel Agency,Online,2 way Comprehensive Plan,82.0,0.0,2,5,2,0
7472,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,6,3,0
14791,C2B,Airlines,Online,Silver Plan,18.5,4.63,2,4,1,0
3275,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,3,1,1,0
23673,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,4,1,0
931,SSI,Airlines,Online,Ticket Protector,5.47,1.53,2,6,1,0
13233,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,2,5,1,0
13821,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,3,1,0
14725,C2B,Airlines,Online,Silver Plan,18.5,4.63,3,1,1,0
10186,CCR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,4,4,1,0
11161,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,1,4,4,0
24788,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
25395,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,2,1,0
8241,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,5,2,0
1463,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,3,1,1,0
6624,EPX,Travel Agency,Online,Cancellation Plan,43.0,0.0,2,0,1,0
3806,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,2,1,0
38815,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,2,5,0
39199,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,26.5,17.23,2,0,1,0
5172,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,4,1,0
38683,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2,6,1,1
27710,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,4,1,1,0
15492,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2,2,2,0
16407,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,1,4,0
16800,C2B,Airlines,Online,Silver Plan,84.0,21.0,2,2,1,0
34914,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,2,6,1,0
20847,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,3,2,1,0
38467,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,5,2,0
23011,C2B,Airlines,Online,Annual Silver Plan,161.0,40.25,2,6,1,1
31277,EPX,Travel Agency,Online,Cancellation Plan,55.0,0.0,2,0,1,0
17346,JZI,Airlines,Online,Value Plan,121.0,42.35,3,4,3,0
26710,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3,3,2,0
9838,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,11.88,2,6,2,0
27493,C2B,Airlines,Online,Bronze Plan,19.2,4.8,2,0,1,0
12679,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,3,1,1,0
8375,EPX,Travel Agency,Online,2 way Comprehensive Plan,49.0,0.0,2,4,1,0
21398,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,3,1,0
17278,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,1,1,1,0
7751,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,5,1,0
4999,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,5,1,0
20705,EPX,Travel Agency,Online,2 way Comprehensive Plan,79.0,0.0,3,4,3,0
1554,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,41.58,2,1,4,0
18711,JZI,Airlines,Online,Basic Plan,97.0,33.95,1,6,1,0
19969,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,1,4,0
4287,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,2,2,1,0
11577,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,4,6,1,0
10554,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,2,1,1,0
21421,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,0,1,0
7827,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2,5,1,0
14864,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2,6,1,0
24406,EPX,Travel Agency,Online,2 way Comprehensive Plan,94.0,0.0,2,4,2,0
16601,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,2,2,0
15468,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,2,1,0
15834,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3,1,4,0
33858,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,1,1,0
36572,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,1,0,0
31956,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,5,1,0
18823,EPX,Travel Agency,Online,Cancellation Plan,56.0,0.0,2,4,1,0
10147,JZI,Airlines,Online,Basic Plan,22.0,7.7,1,1,1,0
2715,C2B,Airlines,Online,Gold Plan,63.7,15.93,2,1,1,0
2397,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
32893,EPX,Travel Agency,Online,2 way Comprehensive Plan,80.0,0.0,2,4,3,0
16505,EPX,Travel Agency,Online,1 way Comprehensive Plan,112.0,0.0,2,1,3,0
18920,EPX,Travel Agency,Online,Cancellation Plan,66.0,0.0,2,6,1,0
273,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,5,0,0
22789,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,2,1,0
20300,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
825,C2B,Airlines,Online,Silver Plan,41.5,10.38,2,1,1,0
25511,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,4,1,0
20945,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,2,5,2,0
30680,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,3,0,1,0
27016,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,4,0,1,0
4670,C2B,Airlines,Online,Bronze Plan,23.4,5.85,2,0,1,0
33485,EPX,Travel Agency,Online,Cancellation Plan,38.0,0.0,2,5,1,0
2282,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,1,1,0
8593,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,1,0
9550,EPX,Travel Agency,Online,2 way Comprehensive Plan,91.0,0.0,3,5,3,0
32238,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,0,1,0
13272,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,4,1,0
28240,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-29.7,17.82,2,4,0,0
13688,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,4,1,0
37381,EPX,Travel Agency,Online,Cancellation Plan,26.0,0.0,2,4,4,0
36517,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-59.4,35.64,1,4,2,0
39222,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,5,1,0
27642,C2B,Airlines,Online,Bronze Plan,33.5,8.38,3,6,1,0
2889,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,2,1,0
25162,C2B,Airlines,Online,Bronze Plan,40.0,10.0,1,1,1,0
2497,EPX,Travel Agency,Online,Cancellation Plan,78.0,0.0,2,5,1,0
24289,C2B,Airlines,Online,Annual Gold Plan,287.4,71.85,2,6,1,0
37757,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,2,1,0
24850,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
8044,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,1,1,0
7848,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,4,1,1,0
18507,EPX,Travel Agency,Online,2 way Comprehensive Plan,27.0,0.0,2,3,1,0
24793,C2B,Airlines,Online,Bronze Plan,47.0,11.75,1,2,1,0
339,EPX,Travel Agency,Online,Cancellation Plan,21.0,0.0,2,2,1,0
15211,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
31824,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2,1,1,0
33946,EPX,Travel Agency,Online,2 way Comprehensive Plan,34.0,0.0,1,2,1,0
17896,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,0,1,0
19706,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,3,1,0
10989,EPX,Travel Agency,Online,2 way Comprehensive Plan,0.0,0.0,2,1,1,0
30799,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,2,6,1,0
21458,C2B,Airlines,Online,Silver Plan,62.0,15.5,3,2,1,0
5487,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,3,3,2,0
35081,CSR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,3,4,1,0
35292,EPX,Travel Agency,Online,Cancellation Plan,67.0,0.0,2,5,4,0
32672,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,3,1,0
21432,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,3,6,1,0
7980,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,1,6,1,0
19434,EPX,Travel Agency,Online,Cancellation Plan,0.0,0.0,2,0,1,0
5506,EPX,Travel Agency,Online,Cancellation Plan,51.0,0.0,2,3,1,0
